image_name,fold
ISIC_1290920,1
ISIC_1292006,1
ISIC_1292165,0
ISIC_1292357,4
ISIC_1292607,1
ISIC_1292799,0
ISIC_1293199,1
ISIC_1293403,4
ISIC_1293501,3
ISIC_1293743,3
ISIC_1294049,4
ISIC_1294456,2
ISIC_1296073,4
ISIC_1296141,2
ISIC_1296490,1
ISIC_1296663,4
ISIC_1296817,1
ISIC_1297965,1
ISIC_1298092,2
ISIC_1298253,0
ISIC_1298356,4
ISIC_1299388,1
ISIC_1299998,4
ISIC_1300006,0
ISIC_1300318,2
ISIC_1300891,4
ISIC_1300967,1
ISIC_1301544,3
ISIC_1301591,2
ISIC_1302264,4
ISIC_1302281,0
ISIC_1302879,1
ISIC_1303205,2
ISIC_1303315,4
ISIC_1303825,1
ISIC_1303854,2
ISIC_1304077,4
ISIC_1304105,4
ISIC_1304291,2
ISIC_1304761,4
ISIC_1305180,4
ISIC_1305537,2
ISIC_1305924,3
ISIC_1306020,1
ISIC_1306050,1
ISIC_1306790,1
ISIC_1307045,0
ISIC_1307134,2
ISIC_1307396,1
ISIC_1307419,3
ISIC_1307651,3
ISIC_1307957,4
ISIC_1308081,0
ISIC_1308177,2
ISIC_1308649,4
ISIC_1308847,3
ISIC_1308938,2
ISIC_1309015,2
ISIC_1309130,4
ISIC_1310183,1
ISIC_1310639,4
ISIC_1311771,4
ISIC_1311781,2
ISIC_1312208,0
ISIC_1312827,0
ISIC_1313105,4
ISIC_1313659,1
ISIC_1313747,4
ISIC_1313882,4
ISIC_1314417,3
ISIC_1314474,3
ISIC_1314502,2
ISIC_1315068,3
ISIC_1315123,1
ISIC_1315424,0
ISIC_1316185,0
ISIC_1316518,1
ISIC_1317344,1
ISIC_1318018,2
ISIC_1318137,2
ISIC_1318493,2
ISIC_1318753,2
ISIC_1318781,4
ISIC_1319537,2
ISIC_1320600,2
ISIC_1320837,1
ISIC_1320957,4
ISIC_1321376,2
ISIC_1321427,3
ISIC_1322575,1
ISIC_1322621,3
ISIC_1323043,4
ISIC_1323048,1
ISIC_1323427,3
ISIC_1323471,2
ISIC_1323743,4
ISIC_1323775,1
ISIC_1323909,2
ISIC_1324208,2
ISIC_1324390,2
ISIC_1324618,1
ISIC_1324816,1
ISIC_1325342,3
ISIC_1325449,0
ISIC_1325727,1
ISIC_1326292,2
ISIC_1326295,4
ISIC_1326366,0
ISIC_1326483,1
ISIC_1326757,1
ISIC_1326906,1
ISIC_1327412,4
ISIC_1327515,4
ISIC_1328417,2
ISIC_1328488,4
ISIC_1328717,0
ISIC_1328804,0
ISIC_1328868,1
ISIC_1329146,2
ISIC_1329224,1
ISIC_1329932,0
ISIC_1330008,4
ISIC_1330242,1
ISIC_1330546,1
ISIC_1330763,0
ISIC_1331104,4
ISIC_1331112,0
ISIC_1331993,1
ISIC_1332281,2
ISIC_1332309,1
ISIC_1332597,3
ISIC_1332766,3
ISIC_1333049,3
ISIC_1333230,3
ISIC_1334006,1
ISIC_1334038,2
ISIC_1334110,3
ISIC_1334438,0
ISIC_1336250,2
ISIC_1336351,2
ISIC_1336519,3
ISIC_1336572,3
ISIC_1336705,3
ISIC_1336905,1
ISIC_1337144,3
ISIC_1337534,3
ISIC_1337726,3
ISIC_1338045,1
ISIC_1338055,1
ISIC_1338069,1
ISIC_1338882,2
ISIC_1338915,3
ISIC_1338975,3
ISIC_1338986,0
ISIC_1339720,1
ISIC_1340435,2
ISIC_1341068,4
ISIC_1341106,3
ISIC_1341272,0
ISIC_1341445,2
ISIC_1341586,0
ISIC_1342082,1
ISIC_1342117,1
ISIC_1342739,0
ISIC_1342801,1
ISIC_1342851,2
ISIC_1343433,2
ISIC_1343607,1
ISIC_1344155,1
ISIC_1344213,0
ISIC_1344537,2
ISIC_1344585,0
ISIC_1344757,3
ISIC_1345925,0
ISIC_1346209,1
ISIC_1346347,3
ISIC_1346562,0
ISIC_1346688,2
ISIC_1346695,0
ISIC_1347099,1
ISIC_1348050,1
ISIC_1348254,1
ISIC_1348538,4
ISIC_1348539,1
ISIC_1348843,1
ISIC_1349042,3
ISIC_1349213,4
ISIC_1349234,0
ISIC_1349353,0
ISIC_1349725,1
ISIC_1349890,1
ISIC_1350519,0
ISIC_1350659,3
ISIC_1350991,1
ISIC_1351048,1
ISIC_1351604,2
ISIC_1351682,0
ISIC_1351965,4
ISIC_1352190,3
ISIC_1352280,2
ISIC_1352631,1
ISIC_1352841,1
ISIC_1352911,4
ISIC_1353051,0
ISIC_1353094,1
ISIC_1353530,0
ISIC_1353532,4
ISIC_1353653,4
ISIC_1353668,4
ISIC_1353949,3
ISIC_1354862,0
ISIC_1355104,1
ISIC_1355214,1
ISIC_1355286,1
ISIC_1355494,2
ISIC_1355722,0
ISIC_1355890,4
ISIC_1355907,0
ISIC_1356715,3
ISIC_1356907,3
ISIC_1356945,3
ISIC_1357166,4
ISIC_1357175,1
ISIC_1357836,1
ISIC_1358147,3
ISIC_1358348,0
ISIC_1358441,2
ISIC_1358527,4
ISIC_1358757,3
ISIC_1359156,4
ISIC_1359296,2
ISIC_1359387,2
ISIC_1359533,2
ISIC_1360595,4
ISIC_1361124,4
ISIC_1361325,2
ISIC_1361355,0
ISIC_1361391,4
ISIC_1361799,1
ISIC_1361832,2
ISIC_1362234,0
ISIC_1362265,3
ISIC_1363047,1
ISIC_1363051,1
ISIC_1363299,1
ISIC_1363372,0
ISIC_1363718,4
ISIC_1363719,0
ISIC_1363787,1
ISIC_1364368,2
ISIC_1364848,2
ISIC_1364977,0
ISIC_1365061,0
ISIC_1365434,1
ISIC_1365628,0
ISIC_1366715,1
ISIC_1366765,2
ISIC_1366993,3
ISIC_1367080,2
ISIC_1367357,0
ISIC_1367387,1
ISIC_1367610,3
ISIC_1368217,3
ISIC_1368313,1
ISIC_1368336,1
ISIC_1368367,4
ISIC_1368549,3
ISIC_1369273,3
ISIC_1369310,1
ISIC_1369967,4
ISIC_1370034,3
ISIC_1370142,0
ISIC_1370277,4
ISIC_1371195,0
ISIC_1371223,3
ISIC_1372003,3
ISIC_1372318,4
ISIC_1373468,1
ISIC_1373540,1
ISIC_1373573,0
ISIC_1373747,1
ISIC_1373908,1
ISIC_1374795,3
ISIC_1375200,1
ISIC_1375476,1
ISIC_1376098,4
ISIC_1376528,3
ISIC_1376797,0
ISIC_1377133,0
ISIC_1377409,4
ISIC_1378570,1
ISIC_1378910,4
ISIC_1379405,2
ISIC_1379601,1
ISIC_1380069,1
ISIC_1382198,2
ISIC_1382220,0
ISIC_1382271,0
ISIC_1382677,2
ISIC_1382763,3
ISIC_1383347,2
ISIC_1383620,0
ISIC_1383664,2
ISIC_1383815,2
ISIC_1383822,4
ISIC_1384176,3
ISIC_1384331,1
ISIC_1384413,1
ISIC_1384527,1
ISIC_1384614,2
ISIC_1384932,0
ISIC_1385033,3
ISIC_1385122,0
ISIC_1385549,1
ISIC_1386612,4
ISIC_1386874,4
ISIC_1387456,4
ISIC_1387589,0
ISIC_1387722,3
ISIC_1388032,1
ISIC_1388230,3
ISIC_1388297,0
ISIC_1388552,0
ISIC_1388650,1
ISIC_1388822,0
ISIC_1388984,3
ISIC_1389141,1
ISIC_1389406,2
ISIC_1389438,0
ISIC_1389563,3
ISIC_1389620,1
ISIC_1390111,4
ISIC_1390222,1
ISIC_1390308,1
ISIC_1390784,0
ISIC_1390987,4
ISIC_1391191,0
ISIC_1391289,4
ISIC_1392139,2
ISIC_1392459,3
ISIC_1392702,2
ISIC_1392776,0
ISIC_1392808,3
ISIC_1393085,3
ISIC_1393528,4
ISIC_1393672,2
ISIC_1393771,1
ISIC_1393849,1
ISIC_1394013,4
ISIC_1394029,1
ISIC_1394746,0
ISIC_1394786,4
ISIC_1395443,0
ISIC_1395471,4
ISIC_1395664,1
ISIC_1396276,3
ISIC_1396306,3
ISIC_1396321,4
ISIC_1396510,0
ISIC_1396573,0
ISIC_1396767,1
ISIC_1396857,3
ISIC_1397669,1
ISIC_1398480,4
ISIC_1398485,2
ISIC_1398618,1
ISIC_1398625,0
ISIC_1398631,1
ISIC_1398930,3
ISIC_1399572,1
ISIC_1399694,2
ISIC_1399765,1
ISIC_1400235,3
ISIC_1400825,2
ISIC_1401045,4
ISIC_1401235,1
ISIC_1401396,3
ISIC_1401969,0
ISIC_1402009,1
ISIC_1402103,4
ISIC_1402148,3
ISIC_1402156,4
ISIC_1402407,0
ISIC_1402840,1
ISIC_1402884,3
ISIC_1403974,1
ISIC_1404148,3
ISIC_1404316,1
ISIC_1404472,1
ISIC_1404780,4
ISIC_1405391,4
ISIC_1405454,0
ISIC_1405602,0
ISIC_1406022,4
ISIC_1407205,3
ISIC_1408033,1
ISIC_1409677,4
ISIC_1410153,0
ISIC_1410344,2
ISIC_1410408,3
ISIC_1410481,1
ISIC_1410556,4
ISIC_1410927,3
ISIC_1411047,1
ISIC_1411366,4
ISIC_1411384,2
ISIC_1411567,1
ISIC_1412137,4
ISIC_1412350,3
ISIC_1412409,0
ISIC_1412620,1
ISIC_1412759,1
ISIC_1412843,1
ISIC_1412906,0
ISIC_1412976,2
ISIC_1413120,0
ISIC_1413242,1
ISIC_1413343,1
ISIC_1413366,3
ISIC_1413589,1
ISIC_1414224,1
ISIC_1414247,0
ISIC_1414751,3
ISIC_1414967,2
ISIC_1415237,0
ISIC_1416869,3
ISIC_1416995,3
ISIC_1417643,4
ISIC_1418166,3
ISIC_1418304,4
ISIC_1418391,4
ISIC_1418788,1
ISIC_1418941,1
ISIC_1419399,0
ISIC_1419510,4
ISIC_1419980,3
ISIC_1420201,4
ISIC_1420555,2
ISIC_1421074,4
ISIC_1421568,3
ISIC_1421644,1
ISIC_1422217,2
ISIC_1422429,0
ISIC_1422973,0
ISIC_1423497,3
ISIC_1424529,4
ISIC_1424655,1
ISIC_1425404,4
ISIC_1425958,3
ISIC_1425961,2
ISIC_1426279,4
ISIC_1426331,1
ISIC_1426781,2
ISIC_1426974,2
ISIC_1427744,3
ISIC_1428310,3
ISIC_1428473,4
ISIC_1428637,2
ISIC_1429159,2
ISIC_1429437,4
ISIC_1429439,0
ISIC_1429608,0
ISIC_1429954,3
ISIC_1431236,2
ISIC_1431332,3
ISIC_1431777,3
ISIC_1432058,0
ISIC_1432485,0
ISIC_1433669,0
ISIC_1433739,1
ISIC_1433921,1
ISIC_1434141,3
ISIC_1434244,0
ISIC_1434340,3
ISIC_1434362,2
ISIC_1435102,4
ISIC_1435455,4
ISIC_1435656,4
ISIC_1435944,4
ISIC_1435946,4
ISIC_1436124,2
ISIC_1436341,0
ISIC_1436572,0
ISIC_1436856,1
ISIC_1436929,3
ISIC_1437020,4
ISIC_1437529,3
ISIC_1437718,0
ISIC_1437817,2
ISIC_1437974,4
ISIC_1438269,0
ISIC_1438382,1
ISIC_1438584,1
ISIC_1438669,0
ISIC_1439681,3
ISIC_1440033,1
ISIC_1440063,4
ISIC_1440361,0
ISIC_1440377,0
ISIC_1440985,4
ISIC_1441211,3
ISIC_1441260,0
ISIC_1442157,1
ISIC_1442186,4
ISIC_1442601,3
ISIC_1443134,0
ISIC_1444154,2
ISIC_1444214,2
ISIC_1444573,1
ISIC_1444918,2
ISIC_1444924,4
ISIC_1445277,2
ISIC_1445790,4
ISIC_1445957,4
ISIC_1446344,0
ISIC_1447118,3
ISIC_1447330,3
ISIC_1447559,1
ISIC_1448526,1
ISIC_1448835,1
ISIC_1448992,4
ISIC_1449910,3
ISIC_1449915,4
ISIC_1450003,3
ISIC_1450186,3
ISIC_1450273,4
ISIC_1450315,3
ISIC_1450474,4
ISIC_1450548,1
ISIC_1450745,1
ISIC_1451092,0
ISIC_1451330,2
ISIC_1451530,0
ISIC_1452175,1
ISIC_1452259,2
ISIC_1452314,3
ISIC_1452412,1
ISIC_1452549,2
ISIC_1452626,3
ISIC_1453053,1
ISIC_1453101,4
ISIC_1453146,0
ISIC_1453526,1
ISIC_1453604,1
ISIC_1453671,0
ISIC_1453787,2
ISIC_1453899,0
ISIC_1454004,3
ISIC_1454176,0
ISIC_1454692,2
ISIC_1455332,2
ISIC_1455822,3
ISIC_1456390,0
ISIC_1456444,1
ISIC_1456623,3
ISIC_1456688,0
ISIC_1456827,0
ISIC_1457263,1
ISIC_1457687,4
ISIC_1458551,1
ISIC_1459086,1
ISIC_1459948,4
ISIC_1460088,0
ISIC_1460786,1
ISIC_1460932,2
ISIC_1461068,0
ISIC_1461419,4
ISIC_1461507,2
ISIC_1461940,3
ISIC_1462268,1
ISIC_1462872,0
ISIC_1462996,4
ISIC_1463406,4
ISIC_1463838,3
ISIC_1463850,0
ISIC_1463947,3
ISIC_1464217,0
ISIC_1464284,0
ISIC_1464309,4
ISIC_1464862,0
ISIC_1464939,4
ISIC_1465113,0
ISIC_1465841,2
ISIC_1465913,2
ISIC_1466047,4
ISIC_1466051,1
ISIC_1466584,1
ISIC_1467006,4
ISIC_1467083,1
ISIC_1467232,3
ISIC_1467289,3
ISIC_1467430,1
ISIC_1467552,0
ISIC_1467583,1
ISIC_1468122,1
ISIC_1468241,1
ISIC_1468354,2
ISIC_1469380,4
ISIC_1469636,1
ISIC_1469861,2
ISIC_1470245,4
ISIC_1470250,2
ISIC_1470271,0
ISIC_1470522,3
ISIC_1470642,4
ISIC_1470917,2
ISIC_1470934,3
ISIC_1471329,4
ISIC_1471394,0
ISIC_1471649,4
ISIC_1472637,1
ISIC_1472731,3
ISIC_1472777,3
ISIC_1472868,0
ISIC_1473139,3
ISIC_1473379,0
ISIC_1473511,1
ISIC_1473522,1
ISIC_1474461,2
ISIC_1474577,2
ISIC_1475463,1
ISIC_1475598,4
ISIC_1475867,0
ISIC_1476176,4
ISIC_1476281,2
ISIC_1476323,2
ISIC_1476361,2
ISIC_1477056,3
ISIC_1477057,4
ISIC_1477076,3
ISIC_1477534,3
ISIC_1477615,3
ISIC_1477664,2
ISIC_1477990,1
ISIC_1478794,4
ISIC_1479073,1
ISIC_1479183,3
ISIC_1479521,0
ISIC_1479592,3
ISIC_1479729,3
ISIC_1479822,2
ISIC_1479891,3
ISIC_1479949,2
ISIC_1480119,2
ISIC_1480787,2
ISIC_1481147,0
ISIC_1481473,4
ISIC_1481586,1
ISIC_1481965,2
ISIC_1482167,2
ISIC_1482346,3
ISIC_1482710,2
ISIC_1483503,0
ISIC_1483604,0
ISIC_1483952,3
ISIC_1484109,4
ISIC_1484525,0
ISIC_1484621,0
ISIC_1484659,2
ISIC_1484841,4
ISIC_1485132,0
ISIC_1485908,1
ISIC_1485969,1
ISIC_1486076,4
ISIC_1486154,4
ISIC_1486209,2
ISIC_1486589,2
ISIC_1487253,2
ISIC_1487443,0
ISIC_1487510,3
ISIC_1487601,4
ISIC_1487640,0
ISIC_1487670,0
ISIC_1487856,1
ISIC_1488047,2
ISIC_1488127,1
ISIC_1488569,0
ISIC_1488598,3
ISIC_1488722,4
ISIC_1488725,4
ISIC_1488727,2
ISIC_1489699,4
ISIC_1489934,1
ISIC_1490117,3
ISIC_1490161,3
ISIC_1490986,1
ISIC_1491993,2
ISIC_1492055,3
ISIC_1492455,3
ISIC_1492760,3
ISIC_1493051,0
ISIC_1493172,2
ISIC_1493235,2
ISIC_1493314,1
ISIC_1493565,2
ISIC_1494033,2
ISIC_1494688,2
ISIC_1495081,1
ISIC_1495182,4
ISIC_1495792,3
ISIC_1495793,4
ISIC_1496111,2
ISIC_1496194,2
ISIC_1496482,4
ISIC_1497049,3
ISIC_1497121,1
ISIC_1497180,1
ISIC_1497394,4
ISIC_1497525,4
ISIC_1497576,0
ISIC_1497800,0
ISIC_1497880,1
ISIC_1497992,1
ISIC_1499329,4
ISIC_1499915,4
ISIC_1500060,4
ISIC_1500139,1
ISIC_1500815,1
ISIC_1500843,4
ISIC_1501034,1
ISIC_1501465,3
ISIC_1501483,2
ISIC_1502140,1
ISIC_1502309,3
ISIC_1502442,4
ISIC_1502460,3
ISIC_1503020,3
ISIC_1503257,0
ISIC_1504257,0
ISIC_1504363,3
ISIC_1505069,4
ISIC_1505951,3
ISIC_1505989,3
ISIC_1506212,3
ISIC_1506285,1
ISIC_1506528,2
ISIC_1506601,0
ISIC_1506794,0
ISIC_1506912,4
ISIC_1506954,1
ISIC_1507010,4
ISIC_1507090,2
ISIC_1507333,2
ISIC_1507577,0
ISIC_1507583,0
ISIC_1508162,1
ISIC_1508215,0
ISIC_1508733,0
ISIC_1508810,4
ISIC_1509056,2
ISIC_1509246,1
ISIC_1509417,4
ISIC_1509635,0
ISIC_1509840,1
ISIC_1509976,0
ISIC_1510160,2
ISIC_1510207,0
ISIC_1510504,0
ISIC_1510902,4
ISIC_1510984,2
ISIC_1511109,3
ISIC_1511227,3
ISIC_1511536,2
ISIC_1511613,1
ISIC_1511661,4
ISIC_1511913,1
ISIC_1513596,2
ISIC_1513720,2
ISIC_1514098,3
ISIC_1514102,1
ISIC_1514117,4
ISIC_1514228,0
ISIC_1514364,0
ISIC_1514401,2
ISIC_1514642,3
ISIC_1514920,2
ISIC_1515363,4
ISIC_1515410,2
ISIC_1515413,1
ISIC_1515543,1
ISIC_1515947,3
ISIC_1517730,0
ISIC_1517999,3
ISIC_1518280,4
ISIC_1518461,3
ISIC_1518678,0
ISIC_1519000,1
ISIC_1519429,2
ISIC_1519645,0
ISIC_1519698,4
ISIC_1519891,3
ISIC_1520342,0
ISIC_1520897,4
ISIC_1521135,4
ISIC_1521226,1
ISIC_1521803,4
ISIC_1522266,4
ISIC_1522268,4
ISIC_1522625,4
ISIC_1523062,4
ISIC_1525284,0
ISIC_1526502,4
ISIC_1526547,1
ISIC_1526593,2
ISIC_1526608,3
ISIC_1527418,4
ISIC_1527888,1
ISIC_1528092,0
ISIC_1528643,3
ISIC_1528994,3
ISIC_1529534,0
ISIC_1530981,1
ISIC_1531048,3
ISIC_1531204,4
ISIC_1531548,2
ISIC_1531971,1
ISIC_1532403,1
ISIC_1532469,0
ISIC_1532684,2
ISIC_1532912,0
ISIC_1533305,0
ISIC_1533383,2
ISIC_1533630,2
ISIC_1534391,0
ISIC_1534609,2
ISIC_1534800,1
ISIC_1535233,2
ISIC_1535599,4
ISIC_1535915,2
ISIC_1536014,0
ISIC_1536126,4
ISIC_1536177,2
ISIC_1537141,1
ISIC_1537566,4
ISIC_1537638,2
ISIC_1537779,4
ISIC_1537939,2
ISIC_1537958,1
ISIC_1538414,2
ISIC_1538510,0
ISIC_1539069,2
ISIC_1539145,1
ISIC_1539769,2
ISIC_1540317,0
ISIC_1541028,0
ISIC_1541303,2
ISIC_1541348,4
ISIC_1541362,0
ISIC_1541659,0
ISIC_1541716,0
ISIC_1541817,1
ISIC_1542389,3
ISIC_1543544,4
ISIC_1543770,4
ISIC_1543772,4
ISIC_1543862,4
ISIC_1544093,3
ISIC_1544818,1
ISIC_1545213,0
ISIC_1545353,2
ISIC_1545489,3
ISIC_1545544,3
ISIC_1545675,4
ISIC_1545851,2
ISIC_1546020,4
ISIC_1546149,3
ISIC_1546399,3
ISIC_1546653,1
ISIC_1546811,3
ISIC_1546958,4
ISIC_1547311,2
ISIC_1548258,4
ISIC_1548329,3
ISIC_1548638,3
ISIC_1549005,4
ISIC_1549804,1
ISIC_1549857,1
ISIC_1550349,2
ISIC_1550427,4
ISIC_1550621,4
ISIC_1550721,0
ISIC_1550785,1
ISIC_1550915,1
ISIC_1551130,1
ISIC_1551323,3
ISIC_1552127,4
ISIC_1552232,0
ISIC_1552507,3
ISIC_1552570,0
ISIC_1553853,3
ISIC_1554131,2
ISIC_1554843,1
ISIC_1554893,3
ISIC_1554992,4
ISIC_1555147,4
ISIC_1556209,1
ISIC_1556765,0
ISIC_1556906,0
ISIC_1557225,1
ISIC_1557301,0
ISIC_1558639,1
ISIC_1558731,2
ISIC_1559267,1
ISIC_1559422,0
ISIC_1560026,2
ISIC_1560272,1
ISIC_1560455,0
ISIC_1560888,2
ISIC_1561068,4
ISIC_1561091,3
ISIC_1561177,3
ISIC_1561369,4
ISIC_1562512,3
ISIC_1562894,4
ISIC_1564127,3
ISIC_1564564,3
ISIC_1564741,3
ISIC_1565384,3
ISIC_1565567,3
ISIC_1565701,3
ISIC_1565767,4
ISIC_1565890,2
ISIC_1566101,4
ISIC_1566215,3
ISIC_1566312,4
ISIC_1566381,2
ISIC_1566428,1
ISIC_1566523,0
ISIC_1566931,3
ISIC_1567128,0
ISIC_1567219,2
ISIC_1567290,1
ISIC_1567686,2
ISIC_1567899,0
ISIC_1568268,4
ISIC_1568752,4
ISIC_1569119,2
ISIC_1569403,3
ISIC_1569524,4
ISIC_1569775,0
ISIC_1570390,1
ISIC_1570468,3
ISIC_1570580,4
ISIC_1570758,1
ISIC_1570838,1
ISIC_1570960,1
ISIC_1571442,2
ISIC_1571498,3
ISIC_1571860,1
ISIC_1572182,1
ISIC_1572957,0
ISIC_1573677,4
ISIC_1573905,3
ISIC_1573974,3
ISIC_1574020,1
ISIC_1574123,2
ISIC_1574374,4
ISIC_1574947,2
ISIC_1575034,1
ISIC_1575396,2
ISIC_1576437,4
ISIC_1576838,3
ISIC_1577472,1
ISIC_1577621,2
ISIC_1577876,2
ISIC_1578194,0
ISIC_1578203,2
ISIC_1578253,2
ISIC_1578391,1
ISIC_1578399,2
ISIC_1578507,1
ISIC_1578705,3
ISIC_1578811,2
ISIC_1578998,0
ISIC_1579116,2
ISIC_1579463,2
ISIC_1579497,4
ISIC_1579745,4
ISIC_1580022,0
ISIC_1580034,0
ISIC_1580068,3
ISIC_1580619,0
ISIC_1580767,4
ISIC_1581026,0
ISIC_1581376,1
ISIC_1582030,4
ISIC_1582195,0
ISIC_1582577,3
ISIC_1582969,2
ISIC_1583201,0
ISIC_1583439,2
ISIC_1583673,2
ISIC_1583715,3
ISIC_1584187,2
ISIC_1584206,4
ISIC_1584242,4
ISIC_1584535,2
ISIC_1584543,0
ISIC_1584693,4
ISIC_1584861,0
ISIC_1585370,3
ISIC_1585511,3
ISIC_1585604,1
ISIC_1585605,4
ISIC_1585919,2
ISIC_1587362,3
ISIC_1588022,2
ISIC_1588382,3
ISIC_1589136,0
ISIC_1589997,1
ISIC_1590725,0
ISIC_1590814,4
ISIC_1590829,1
ISIC_1590877,2
ISIC_1591010,1
ISIC_1591911,2
ISIC_1591931,3
ISIC_1592517,4
ISIC_1592715,2
ISIC_1592874,3
ISIC_1593175,1
ISIC_1593260,4
ISIC_1593431,3
ISIC_1593638,0
ISIC_1594110,3
ISIC_1594415,1
ISIC_1594422,2
ISIC_1594456,2
ISIC_1595103,4
ISIC_1595157,1
ISIC_1595325,1
ISIC_1595496,0
ISIC_1595658,1
ISIC_1595760,3
ISIC_1596297,1
ISIC_1596868,0
ISIC_1597414,1
ISIC_1597566,0
ISIC_1598039,1
ISIC_1598068,3
ISIC_1598478,0
ISIC_1599163,0
ISIC_1599679,4
ISIC_1600448,2
ISIC_1600554,0
ISIC_1600975,4
ISIC_1601244,2
ISIC_1601623,0
ISIC_1601764,0
ISIC_1601784,3
ISIC_1602348,3
ISIC_1602440,3
ISIC_1602466,4
ISIC_1602554,4
ISIC_1602561,2
ISIC_1603003,4
ISIC_1603038,4
ISIC_1603509,2
ISIC_1603834,3
ISIC_1604206,4
ISIC_1604307,3
ISIC_1604845,2
ISIC_1604935,4
ISIC_1605629,0
ISIC_1605937,3
ISIC_1605988,2
ISIC_1606398,0
ISIC_1606970,1
ISIC_1607824,0
ISIC_1607971,2
ISIC_1608013,3
ISIC_1608192,2
ISIC_1608524,3
ISIC_1608727,4
ISIC_1608772,3
ISIC_1610092,3
ISIC_1610104,1
ISIC_1610401,2
ISIC_1611092,3
ISIC_1611285,0
ISIC_1611503,2
ISIC_1611600,2
ISIC_1611703,0
ISIC_1612236,1
ISIC_1612350,2
ISIC_1612947,2
ISIC_1613289,3
ISIC_1613292,0
ISIC_1613328,0
ISIC_1614400,2
ISIC_1614712,1
ISIC_1614795,3
ISIC_1615215,2
ISIC_1615753,0
ISIC_1615996,1
ISIC_1616031,4
ISIC_1616451,3
ISIC_1616809,1
ISIC_1617139,2
ISIC_1617282,0
ISIC_1617520,4
ISIC_1617676,3
ISIC_1617888,0
ISIC_1617896,3
ISIC_1618302,0
ISIC_1618305,2
ISIC_1618730,2
ISIC_1618832,2
ISIC_1619011,0
ISIC_1619470,3
ISIC_1619640,3
ISIC_1619814,3
ISIC_1620401,4
ISIC_1620413,3
ISIC_1620801,3
ISIC_1620808,1
ISIC_1620841,3
ISIC_1621431,4
ISIC_1621479,2
ISIC_1621961,0
ISIC_1624520,3
ISIC_1624873,3
ISIC_1625064,3
ISIC_1625688,4
ISIC_1626033,1
ISIC_1626069,3
ISIC_1626359,2
ISIC_1626814,0
ISIC_1626834,0
ISIC_1626843,1
ISIC_1627019,1
ISIC_1627111,2
ISIC_1627241,2
ISIC_1627328,2
ISIC_1627427,4
ISIC_1627900,2
ISIC_1628425,0
ISIC_1628539,2
ISIC_1628853,1
ISIC_1629433,1
ISIC_1629539,3
ISIC_1630209,3
ISIC_1630301,3
ISIC_1630515,0
ISIC_1631050,3
ISIC_1631082,3
ISIC_1631125,2
ISIC_1631397,1
ISIC_1631440,4
ISIC_1631649,0
ISIC_1632009,2
ISIC_1632118,0
ISIC_1632313,2
ISIC_1632655,4
ISIC_1632696,4
ISIC_1632949,0
ISIC_1633078,2
ISIC_1633315,3
ISIC_1633379,3
ISIC_1633463,1
ISIC_1633816,4
ISIC_1634561,3
ISIC_1634619,0
ISIC_1635633,1
ISIC_1636177,0
ISIC_1636399,0
ISIC_1636849,3
ISIC_1636931,0
ISIC_1636996,0
ISIC_1637401,1
ISIC_1637536,4
ISIC_1637588,2
ISIC_1637671,4
ISIC_1637750,2
ISIC_1638230,0
ISIC_1638357,4
ISIC_1638436,0
ISIC_1638625,4
ISIC_1638953,0
ISIC_1639011,1
ISIC_1639343,4
ISIC_1639570,2
ISIC_1639605,0
ISIC_1639724,0
ISIC_1639765,3
ISIC_1640023,0
ISIC_1640113,2
ISIC_1640164,4
ISIC_1640392,3
ISIC_1640426,1
ISIC_1640614,4
ISIC_1640666,1
ISIC_1640823,0
ISIC_1641032,1
ISIC_1641226,2
ISIC_1641298,2
ISIC_1641301,3
ISIC_1641366,2
ISIC_1641476,2
ISIC_1641637,4
ISIC_1641823,0
ISIC_1641839,0
ISIC_1642090,3
ISIC_1642131,0
ISIC_1642421,0
ISIC_1642441,2
ISIC_1642492,1
ISIC_1642618,1
ISIC_1643439,4
ISIC_1643801,1
ISIC_1643932,1
ISIC_1643979,1
ISIC_1644520,3
ISIC_1644625,0
ISIC_1645535,1
ISIC_1645567,4
ISIC_1645587,3
ISIC_1645738,1
ISIC_1646084,1
ISIC_1646694,4
ISIC_1646813,1
ISIC_1646954,4
ISIC_1648233,3
ISIC_1648826,4
ISIC_1649410,2
ISIC_1650001,2
ISIC_1650127,3
ISIC_1650233,2
ISIC_1650523,2
ISIC_1651402,0
ISIC_1651723,1
ISIC_1652008,4
ISIC_1652015,4
ISIC_1652238,3
ISIC_1652568,2
ISIC_1652746,3
ISIC_1652897,0
ISIC_1653156,3
ISIC_1653283,1
ISIC_1653309,2
ISIC_1653366,1
ISIC_1654183,1
ISIC_1654318,0
ISIC_1654342,3
ISIC_1654357,4
ISIC_1655469,2
ISIC_1655475,1
ISIC_1655513,3
ISIC_1655590,0
ISIC_1655600,4
ISIC_1655662,3
ISIC_1655731,1
ISIC_1655931,1
ISIC_1656186,1
ISIC_1656255,2
ISIC_1656452,4
ISIC_1656510,1
ISIC_1656752,4
ISIC_1657007,3
ISIC_1657434,2
ISIC_1657475,2
ISIC_1658065,4
ISIC_1658623,0
ISIC_1658780,2
ISIC_1658978,2
ISIC_1659054,3
ISIC_1659261,3
ISIC_1659460,0
ISIC_1659656,2
ISIC_1659777,3
ISIC_1660143,2
ISIC_1660279,3
